hoy,battery_soc_r2_gwh_target,battery_soc_r5_gwh_target,battery_soc_r6_gwh_target,climatology_eue_gwh
249,89.85187063711908,92.73705567867042,100.0,0.0
250,89.85187063711908,92.73705567867042,100.0,0.0
251,89.85187063711908,92.73705567867042,100.0,0.0
252,89.85187063711908,92.73705567867042,100.0,0.0
253,89.85187063711908,92.73705567867042,100.0,0.0
254,89.85187063711908,92.73705567867042,100.0,0.0
255,89.85187063711908,92.73705567867042,100.0,0.0
256,89.85187063711908,92.73705567867042,100.0,0.0
257,68.79923905817171,71.68442409972305,92.49119113573406,0.0
258,68.79923905817171,71.68442409972305,92.49119113573406,0.0
259,68.79923905817171,67.52439999999999,79.79055041551253,0.0
260,68.79923905817171,67.52439999999999,79.79055041551253,0.0
261,68.79923905817171,67.52439999999999,79.79055041551253,0.0
262,68.79923905817171,67.52439999999999,79.79055041551253,0.0
263,68.79923905817171,67.52439999999999,79.79055041551253,0.0
264,68.79923905817171,67.52439999999999,79.79055041551253,0.0
265,68.79923905817171,69.37575000000001,79.79055041551253,0.0
266,73.86063947368426,69.37575000000001,80.75214999999999,0.0
267,81.46833947368427,69.37575000000001,80.75214999999999,0.0
268,81.46833947368427,75.12155000000001,80.75214999999999,0.0
269,81.46833947368427,75.12155000000001,80.75214999999999,0.0
270,81.46833947368427,75.12155000000001,80.75214999999999,0.0
271,81.46833947368427,75.12155000000001,80.75214999999999,0.0
272,81.46833947368427,75.12155000000001,80.75214999999999,0.0
273,81.46833947368427,75.12155000000001,80.75214999999999,0.0
274,81.46833947368427,75.12155000000001,80.75214999999999,0.0
275,81.46833947368427,75.12155000000001,80.75214999999999,0.0
276,81.46833947368427,75.12155000000001,80.75214999999999,0.0
277,81.46833947368427,75.12155000000001,80.75214999999999,0.0
278,81.46833947368427,75.12155000000001,80.75214999999999,0.0
279,81.46833947368427,75.12155000000001,80.75214999999999,0.0
280,81.46833947368427,75.12155000000001,80.75214999999999,0.0
281,81.46833947368427,75.12155000000001,80.75214999999999,0.0
282,81.46833947368427,75.12155000000001,80.75214999999999,0.0
283,81.46833947368427,75.12155000000001,80.75214999999999,0.0
284,81.46833947368427,75.12155000000001,80.75214999999999,0.0
285,81.46833947368427,75.12155000000001,80.75214999999999,0.0
286,81.46833947368427,75.12155000000001,80.75214999999999,0.0
287,81.46833947368427,75.12155000000001,80.75214999999999,0.0
288,81.46833947368427,75.12155000000001,80.75214999999999,0.0
289,81.46833947368427,75.12155000000001,80.75214999999999,0.0
290,84.74428947368428,75.12155000000001,80.75214999999999,0.0
291,84.74428947368428,79.27855000000001,80.75214999999999,0.0
292,84.74428947368428,79.27855000000001,82.08184999999999,0.0
293,84.74428947368428,79.27855000000001,82.08184999999999,0.0
294,84.74428947368428,79.27855000000001,82.08184999999999,0.0
295,84.74428947368428,79.27855000000001,82.08184999999999,0.0
296,84.74428947368428,79.27855000000001,82.08184999999999,0.0
297,84.74428947368428,79.27855000000001,82.08184999999999,0.0
298,84.74428947368428,79.27855000000001,82.08184999999999,0.0
299,84.74428947368428,79.27855000000001,82.08184999999999,0.0
